data_coleta,data_entrega,empresa,cnpj,categoria,tipo,assunto,materialidade,termos_encontrados,link,fingerprint
2026-05-31T14:28:17,2026-05-26T00:00:00,MARISA LOJAS SA,61189288000189,Comunicado ao Mercado,"Instalação, mudança ou dissolução do Comitê de Auditoria Estatutário",Mudança na composição do comitê de auditoria estatutário,alta,auditor,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1526934&numSequencia=1051640&numVersao=1,e61695272dd2ce88
2026-05-24T14:22:09,2026-05-22T00:00:00,CVLB BRASIL S.A.,16233389000155,Assembleia,AGE,Reforma Estatutária,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1525884&numSequencia=1050590&numVersao=1,02427520e01022e3
2026-05-24T14:22:09,2026-05-22T00:00:00,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,00776574000156,Aviso aos Acionistas,Outros avisos,Aumento de capital por exercício de bônus de subscrição,baixa,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1526422&numSequencia=1051128&numVersao=1,08a01e6ba0b6a7b7
2026-05-24T14:22:09,2026-05-20T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Venda da Participação Societária na Stix,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1525258&numSequencia=1049964&numVersao=1,84630037d40074aa
2026-05-24T14:22:09,2026-05-18T00:00:00,MARISA LOJAS SA,61189288000189,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de resultados 1T26,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1523458&numSequencia=1048164&numVersao=1,3942bd4b6cc31f40
2026-05-17T14:24:03,2026-05-15T00:00:00,CVLB BRASIL S.A.,16233389000155,Assembleia,AGE,Alteração Estatuto Social,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522972&numSequencia=1047678&numVersao=1,4a32518f78fb004d
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Fato Relevante,nan,Convocação AGE,alta,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522562&numSequencia=1047268&numVersao=1,21436dade51d1f6f
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultado - 1T26,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522493&numSequencia=1047199&numVersao=1,887face2818a9f45
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Renúncia de suplente do Conselho Fiscal,alta,renúncia,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522503&numSequencia=1047209&numVersao=1,7e01f0ddc31fe98d
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Assembleia,AGE,"Deliberar sobre alteração de limite do capital autorizado, exclusão do capitulo X do estatuto social dentre outras deliberações",média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522553&numSequencia=1047259&numVersao=2,4c0a5e94fef4fcac
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Assembleia,AGE,nan,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522528&numSequencia=1047234&numVersao=1,430d875fcf9deef3
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Assembleia,AGE,"Deliberar sobre alteração de limite do capital autorizado, exclusão do capitulo X do estatuto social dentre outras deliberações",média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522550&numSequencia=1047256&numVersao=1,4c0a5e94fef4fcac
2026-05-17T14:24:03,2026-05-14T00:00:00,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,00776574000156,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultados 1T26,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1521815&numSequencia=1046521&numVersao=1,c7abdd8cf1173c78
2026-05-17T14:24:03,2026-05-14T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Aviso aos Acionistas,Aumento de capital por subscrição privada deliberado em RCA,nan,baixa,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1522515&numSequencia=1047221&numVersao=1,77d6445a8533898f
2026-05-17T14:24:03,2026-05-13T00:00:00,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,00776574000156,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Alienação de Ativos HNT São Paulo,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1521643&numSequencia=1046349&numVersao=1,b89c74a63ef45b3f
2026-05-17T14:24:03,2026-05-13T00:00:00,GRUPO CASAS BAHIA S.A.,33041260065290,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultado 1T26,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1521723&numSequencia=1046429&numVersao=1,382bf745755fc687
2026-05-13T19:28:37,2026-05-05T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Fato Relevante,nan,Celebração de nova versão do plano de recuperação extrajudicial,alta,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1516383&numSequencia=1041089&numVersao=1,caa180472807662d
2026-05-13T19:28:37,2026-05-05T00:00:00,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Notícia veiculada na mídia,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1516385&numSequencia=1041091&numVersao=1,7f505e05b533c1cb
2026-05-13T19:28:37,2026-05-05T00:00:00,CVLB BRASIL S.A.,16233389000155,Fato Relevante,nan,Deferimento RJ,alta,RJ,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1516335&numSequencia=1041041&numVersao=1,4ce791b96b8e30d6
2026-05-13T19:28:37,2026-05-04T00:00:00,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,00776574000156,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,CAM 268 24 - Desistência dos requerentes,média,,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1515450&numSequencia=1040156&numVersao=1,21a22f76b5882ca9
